customer_id,gross_revenue,recency_days,frequency,qt_invoices,qt_products,qt_items,qt_returns,basket_size,avg_ticket,cluster
17850,5288.63,371.0,17.0,34.0,297.0,1693,40.0,48.371428571428574,16.95073717948718,0
13047,3089.1,56.0,0.02830188679245283,9.0,171.0,1355,35.0,84.6875,15.92319587628866,0
12583,6629.34,2.0,0.04043126684636118,15.0,232.0,4978,50.0,292.8235294117647,28.209957446808513,5
13748,948.25,95.0,0.017921146953405017,5.0,28.0,439,0.0,87.8,33.86607142857143,3
15100,635.1,333.0,0.07317073170731707,3.0,3.0,58,22.0,9.666666666666666,105.85000000000001,6
15291,4551.51,25.0,0.04011461318051576,14.0,102.0,2073,29.0,109.10526315789474,42.14361111111111,5
14688,5107.38,7.0,0.05722070844686648,21.0,327.0,3222,399.0,119.33333333333333,14.226685236768802,5
17809,5344.85,15.0,0.0335195530726257,12.0,61.0,2016,41.0,144.0,84.83888888888889,5
15311,59419.340000000004,0.0,0.24331550802139038,91.0,2379.0,37720,474.0,319.66101694915255,23.853608992372543,5
16098,2005.63,87.0,0.027874564459930314,7.0,67.0,613,0.0,87.57142857142857,29.934776119402986,3
18074,489.6,373.0,1.0,1.0,13.0,190,0.0,190.0,37.66153846153846,1
17420,598.83,49.00000000000001,0.009259259259259259,3.0,30.0,265,0.0,88.33333333333333,19.961000000000002,10
16029,58193.85,38.0,0.18452380952380953,62.0,241.0,32203,8004.0,487.92424242424244,220.43125,5
16250,389.44,260.0,0.017699115044247787,2.0,24.0,208,0.0,104.0,16.226666666666667,8
12431,6311.39,35.0,0.04424778761061947,15.0,233.0,2849,50.0,158.27777777777777,26.630337552742617,5
17511,88138.2,2.0,0.0862533692722372,31.0,963.0,63014,1535.0,1400.3111111111111,82.06536312849161,5
17548,-141.48,233.0,1.0,1.0,5.0,-132,190.0,-44.0,-8.32235294117647,2
13705,711.86,7.0,0.008174386920980926,3.0,28.0,363,0.0,121.0,25.423571428571428,3
13747,79.6,373.0,1.0,1.0,1.0,8,0.0,8.0,79.6,7
13408,27888.38,0.0,0.16666666666666666,62.0,478.0,16128,104.0,215.04,56.68369918699187,5
13767,16945.71,0.0,0.09946236559139784,37.0,368.0,7258,64.0,139.57692307692307,42.470451127819544,5
17924,2894.33,11.0,0.019337016574585635,7.0,31.0,1141,19.0,87.76923076923077,76.16657894736842,4
13448,3465.67,16.0,0.01675977653631285,6.0,195.0,1638,22.0,163.8,17.415427135678392,0
15862,832.88,7.0,0.01092896174863388,4.0,147.0,585,0.0,146.25,5.665850340136054,3
15513,14520.08,32.0,0.05571847507331378,19.0,308.0,5545,164.0,252.04545454545453,46.24229299363057,5
12791,177.60000000000002,373.0,1.0,1.0,1.0,96,0.0,96.0,177.60000000000002,1
16218,3054.87,29.0,0.020348837209302327,7.0,84.0,2077,11.0,259.625,33.943,5
14045,1659.75,108.0,0.01509433962264151,4.0,6.0,535,0.0,133.75,276.625,3
14307,2995.72,88.0,0.021052631578947368,6.0,180.0,2058,0.0,343.0,16.642888888888887,5
17908,243.28,373.0,1.0,1.0,58.0,173,0.0,173.0,4.19448275862069,8
17920,4192.2,3.0,0.04594594594594595,17.0,695.0,2514,0.0,147.88235294117646,6.031942446043165,5
12838,683.13,33.0,0.005865102639296188,2.0,123.0,359,0.0,179.5,5.55390243902439,9
13255,390.66,8.0,0.005479452054794521,2.0,13.0,174,3.0,58.0,27.904285714285717,1
16583,233.45,373.0,1.0,1.0,14.0,111,0.0,111.0,16.675,1
18085,689.95,329.0,0.045454545454545456,2.0,29.0,265,0.0,132.5,23.79137931034483,10
13758,3190.55,11.0,0.019337016574585635,7.0,117.0,1844,0.0,263.42857142857144,27.26965811965812,0
13694,62924.1,3.0,0.13513513513513514,50.0,568.0,61808,1504.0,1084.3508771929824,108.11701030927834,5
15983,1475.02,21.0,0.011363636363636364,4.0,113.0,892,0.0,223.0,13.053274336283186,4
14849,7904.28,21.0,0.07102272727272728,25.0,388.0,5656,38.0,202.0,20.163979591836735,5
17968,277.35,373.0,1.0,1.0,85.0,160,0.0,160.0,3.2629411764705885,8
16210,21076.3,0.0,0.045576407506702415,17.0,122.0,7558,0.0,444.5882352941176,172.75655737704918,5
17897,541.1,172.0,0.014925373134328358,3.0,114.0,223,6.0,55.75,4.705217391304348,8
17377,3925.92,23.0,0.05714285714285714,20.0,418.0,2075,1.0,98.80952380952381,9.369737470167065,5
16552,379.73,242.0,0.015267175572519083,2.0,17.0,219,0.0,109.5,22.337058823529414,1
17181,239.92000000000002,56.0,0.006309148264984227,2.0,23.0,241,0.0,120.5,10.431304347826087,8
17951,990.8400000000001,39.0,0.008982035928143712,3.0,20.0,610,6.0,152.5,47.18285714285715,3
14729,313.49,373.0,1.0,1.0,71.0,197,0.0,197.0,4.415352112676056,8
12748,30486.53,0.0,0.5549597855227882,206.0,4580.0,23976,1535.0,110.48847926267281,6.594533852476746,5
15012,423.04,53.0,0.00625,2.0,128.0,231,0.0,115.5,3.305,8
12868,1607.0600000000002,185.0,0.031914893617021274,6.0,107.0,928,0.0,154.66666666666666,15.0192523364486,4
17572,226.75000000000003,70.0,0.013201320132013201,4.0,12.0,95,0.0,23.75,18.895833333333336,1
14078,1049.37,101.0,0.022058823529411766,6.0,65.0,310,0.0,51.666666666666664,16.144153846153845,3
14001,2043.0800000000002,45.0,0.009146341463414634,3.0,39.0,962,0.0,320.6666666666667,52.38666666666667,4
12662,3511.08,0.0,0.029490616621983913,11.0,220.0,2023,18.0,168.58333333333334,15.815675675675676,5
15525,808.52,0.0,0.008064516129032258,3.0,177.0,412,2.0,103.0,4.5168715083798885,9
14237,161.0,371.99999999999994,1.0,1.0,9.0,38,0.0,38.0,17.88888888888889,7
17905,800.24,70.0,0.013201320132013201,4.0,34.0,407,0.0,101.75,23.536470588235293,3
15485,2575.0,29.0,0.00872093023255814,3.0,86.0,1306,0.0,435.3333333333333,29.941860465116278,0
12433,13375.87,0.0,0.01876675603217158,7.0,420.0,11071,0.0,1581.5714285714287,31.847309523809525,5
16955,493.67,184.0,0.021164021164021163,4.0,25.0,246,20.0,49.2,18.98730769230769,8
15350,115.65,371.99999999999994,1.0,1.0,5.0,51,0.0,51.0,23.130000000000003,7
15605,1198.23,35.0,0.014792899408284023,5.0,67.0,441,0.0,88.2,17.88402985074627,9
18144,2888.75,7.0,0.03278688524590164,12.0,43.0,1343,0.0,111.91666666666667,67.18023255813954,0
15922,363.6,371.99999999999994,1.0,1.0,11.0,136,2.0,68.0,30.3,1
14594,379.83,6.0,0.00546448087431694,2.0,53.0,185,0.0,92.5,7.166603773584906,8
15165,487.75,371.99999999999994,1.0,1.0,27.0,160,0.0,160.0,18.064814814814813,8
14911,133007.13,0.0,0.5361930294906166,199.0,5673.0,76931,3332.0,316.5884773662551,22.55887550881954,5
16456,2158.37,98.00000000000001,0.01824817518248175,5.0,111.0,1148,0.0,229.6,19.444774774774775,4
17841,40333.22,0.0,0.3333333333333333,124.0,7838.0,22850,203.0,135.20710059171597,5.059994981809058,5
19001,4951.37,371.99999999999994,1.0,1.0,526.0,1207,0.0,1207.0,9.413250950570342,5
12472,5725.48,31.0,0.020771513353115726,7.0,332.0,3992,128.0,307.0769230769231,14.910104166666665,5
17346,2611.58,3.0,0.04054054054054054,15.0,500.0,1639,18.0,102.4375,5.192007952286282,0
19010,2.9699999999999998,371.99999999999994,1.0,1.0,2.0,2,0.0,2.0,1.4849999999999999,2
